file_path,sentence,speaker_id,emotion
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1613384642730.wav,Zia Marta ha detto che devo stare a casa stasera,659dfe05a37f6ae639f658233bc7a05082f075c71da9ab3da5f6962008a6b13a,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1613406241491.wav,E’ andato a scuola dopo pranzo,922fba4ca90b9862f76ea24486972fd1f31bebe82074ba80056f73ef3bfaabff,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1613463154175.wav,Vorrei il numero telefonico del Signor Piatti,b4821c502ef74731863784b38f670fb3ee5a2670ee3715c86814968bc76443cd,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1613406710010.wav,Zia Marta ha detto che devo stare a casa stasera,8d062a0010a51aaf0af404c7080cbae838fd506815da1c88e1849b3e240bfcf9,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1613746052868.wav,La cascata fa molto rumore,698cd7528570ea0c92741af736b6595e6704ef4eb26f787fc817287fb3e291d0,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1613463069063.wav,Gli operai si alzano presto,b4821c502ef74731863784b38f670fb3ee5a2670ee3715c86814968bc76443cd,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1613672377450.wav,Il capo mi ha affidato un altro lavoro,5d71d71e4f3b40075035b0c459fe9638bdd1dfc35654f05eba18cec31c1ad4d8,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1614080605229.wav,Il capo mi ha affidato un altro lavoro,07f763295ba2764d034d200456b42eb8bf498d341c586a4992d62b7bdb0418a0,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1613051910086.wav,Vorrei il numero telefonico del Signor Piatti,3f9b6ed1d2adc407ef668b8c89a89fe022f2233d94ce943294c6ed030d18f2ff,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1613478563168.wav,E’ andato a scuola dopo pranzo,e61c967ecc0fae999d10c15d02651ffe305abe702e3a0387ba4d3fb5cddfb7c3,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1614242064515.wav,Il capo mi ha affidato un altro lavoro,5e05cb515b5e6aee84325a8ceeb28a92c2d8d01c6b0f4bb0e743bd04ece7557e,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1616504958104.wav,E’ impegnato in una riunione,3f9b6ed1d2adc407ef668b8c89a89fe022f2233d94ce943294c6ed030d18f2ff,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1613378369739.wav,Zia Marta ha detto che devo stare a casa stasera,e7d486b923ff5d70ab28d1f0383f613f4e2d4e02514966f3ff6cdc7446b2f3cd,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1614081032777.wav,Il cane ha riportato qui la palla,07f763295ba2764d034d200456b42eb8bf498d341c586a4992d62b7bdb0418a0,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1614279032398.wav,Il capo mi ha affidato un altro lavoro,49558e542e1556348408d7f1fe752213fe52fd552d36f1d48b0cb2bd98ecc458,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1614279235286.wav,Ho preso 6 nella verifica di matematica,49558e542e1556348408d7f1fe752213fe52fd552d36f1d48b0cb2bd98ecc458,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1615110645711.wav,E’ impegnato in una riunione,6ef077621c61b092619f41ae11d405d5e1c9b3f1f36fa8f749e877ecce1b3046,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1614958398821.wav,La cascata fa molto rumore,4e0461b76a08a248fe7186f12c3554407c40ea4493e2b3093d9eafdbb1bbef42,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1613592915300.wav,Zia Marta ha detto che devo stare a casa stasera,fb7563e83d223b1a449d9e4a988b27c239bc1b8d03db70ca0c5392f8358de15d,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1614550167992.wav,E’ andato a scuola dopo pranzo,9c87358623a6aa7409334d7bc151683d3e35394f305f9ba0f4e633962cfda436,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1613311195093.wav,Oggi c’è una partita di basket,c5901553395ac83eaed42a12f1732d6d12918f0f6078469a7a7fa0ba1b0ffb8c,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1615407796956.wav,Il cane ha riportato qui la palla,ed860454cf73649132fa02111777bd8d3f8fd750f5d1159546c6300ab27fd679,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1615207537992.wav,E’ andato a scuola dopo pranzo,11bbad168daee9a2eef86fa4ef93315f9f11468c1c180950b2c6e4e7953f7858,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1613378594890.wav,Il cane ha riportato qui la palla,e7d486b923ff5d70ab28d1f0383f613f4e2d4e02514966f3ff6cdc7446b2f3cd,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1614550553750.wav,Tornerà a casa presto,9c87358623a6aa7409334d7bc151683d3e35394f305f9ba0f4e633962cfda436,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1613405943055.wav,Giovanni parte per Roma domani,415eb3920eb4b3d4645eb42bae62fd32cdd3e731c2662cbb0d480c3792b43066,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1613319483509.wav,E’ andato a scuola dopo pranzo,068ce32e3f80d8e879142b417ba9f9ab2985ef1f102167758eb0450d047e099a,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1616505259462.wav,Giovanni parte per Roma domani,3f9b6ed1d2adc407ef668b8c89a89fe022f2233d94ce943294c6ed030d18f2ff,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1614153894029.wav,E’ impegnato in una riunione,b71d413455549a1824f63bf274dfd7c8c5dbda42425531fb0b44d1dab7e94ea0,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1616867001195.wav,E’ impegnato in una riunione,457b3259ae7357e8815b60dd88b1292acd45a52697e15a696f56ffdac3363acc,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1613077405313.wav,Gli operai si alzano presto,7c553e108c3caf49860447cfccedfc08b9b7bcd54a5b05bcd89a44462847c12a,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1615123631490.wav,Il capo mi ha affidato un altro lavoro,2aba5dd8596b2dc0a86cc0fd514986ef09f279ee4cda6416ffa2dc51f2ed047e,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1614687249072.wav,Il capo mi ha affidato un altro lavoro,068ce32e3f80d8e879142b417ba9f9ab2985ef1f102167758eb0450d047e099a,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1614154015635.wav,E’ una notte stellata,b71d413455549a1824f63bf274dfd7c8c5dbda42425531fb0b44d1dab7e94ea0,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1614169762327.wav,Non sapevo che fosse in città,ae14077eda42b9ade4c8c8108b2b7ce9035481c64bd733cf352ecafc89a52a2b,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1613378588867.wav,Tommaso ha detto che dovevo scegliere io cosa fare,e7d486b923ff5d70ab28d1f0383f613f4e2d4e02514966f3ff6cdc7446b2f3cd,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1614278774802.wav,Oggi c’è una partita di basket,49558e542e1556348408d7f1fe752213fe52fd552d36f1d48b0cb2bd98ecc458,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1613645585187.wav,Gli operai si alzano presto,026c4643a1d88e86eb050ba36c1b9de370ec06a34d58152fba030b80c1f7f573,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1619519023230.wav,Tommaso ha detto che dovevo scegliere io cosa fare,ecc127d87574ba32ae21f97dfc155ae3079f03349c120bf657f749c6667a1a7e,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1614635892240.wav,Vado in biblioteca,00a0efc0faaeb5a288481a25b5d0b7d4c0b070120c6d61be6ef7b255fcdfd17f,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1616269708989.wav,L’ho incontrato oggi dopo 2 anni,55fc0a5c4fd6c3fa7229693d5dae186842266785dedb80fd9b8a29b8fee8b364,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1614271652437.wav,Zia Marta ha detto che devo stare a casa stasera,e46f9194e57eeb9841e6d67201cbf4575c56d0475d3ca0ff59c1cde5ea87af55,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1613746649977.wav,Gli operai si alzano presto,b58aee5dc1194d65a7cf317a5b0158e2952960f347d8c6c0f8875653293284a9,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1613472996124.wav,E’ una notte stellata,f8710902ce31a673185ffd93d3140f32bea4098fee10e39532557626b4d05efb,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1613571316798.wav,Non sapevo che fosse in città,0c8afe1ed7a1dc97c06a452a803b7b914a975f3ea03c79e413de25ab03b9e134,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1616866896784.wav,Vorrei il numero telefonico del Signor Piatti,457b3259ae7357e8815b60dd88b1292acd45a52697e15a696f56ffdac3363acc,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1614636355994.wav,Giovanni parte per Roma domani,00a0efc0faaeb5a288481a25b5d0b7d4c0b070120c6d61be6ef7b255fcdfd17f,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1614153998535.wav,Non sapevo che fosse in città,b71d413455549a1824f63bf274dfd7c8c5dbda42425531fb0b44d1dab7e94ea0,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1613311216370.wav,E’ andato a scuola dopo pranzo,c5901553395ac83eaed42a12f1732d6d12918f0f6078469a7a7fa0ba1b0ffb8c,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1614549794218.wav,Non sapevo che fosse in città,9c87358623a6aa7409334d7bc151683d3e35394f305f9ba0f4e633962cfda436,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1613323097722.wav,E’ andato a scuola dopo pranzo,82639d688402cac2d437f6531921b9ef3fbef80baebf84d7afa156ac79cc2566,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1615920823160.wav,Non sapevo che fosse in città,4a2ab2038d94e3051ac7e771f99f5f6c5ab63fe3f94be0d32b61e62352bd8db6,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1615407755138.wav,E’ impegnato in una riunione,ed860454cf73649132fa02111777bd8d3f8fd750f5d1159546c6300ab27fd679,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1613645574517.wav,E’ una notte stellata,026c4643a1d88e86eb050ba36c1b9de370ec06a34d58152fba030b80c1f7f573,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1615929647225.wav,Ho preso 6 nella verifica di matematica,0e858ac8241c97fa44ae4c7a49289f859aef6eb53facfc3f50133ed4d28201d1,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1613478548613.wav,E’ impegnato in una riunione,e61c967ecc0fae999d10c15d02651ffe305abe702e3a0387ba4d3fb5cddfb7c3,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1614263901279.wav,E’ una notte stellata,07f763295ba2764d034d200456b42eb8bf498d341c586a4992d62b7bdb0418a0,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1613492194619.wav,Il cane ha riportato qui la palla,f8710902ce31a673185ffd93d3140f32bea4098fee10e39532557626b4d05efb,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1615920815740.wav,Vorrei il numero telefonico del Signor Piatti,4a2ab2038d94e3051ac7e771f99f5f6c5ab63fe3f94be0d32b61e62352bd8db6,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1614958334332.wav,Vado in biblioteca,4e0461b76a08a248fe7186f12c3554407c40ea4493e2b3093d9eafdbb1bbef42,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1613478877620.wav,Non sapevo che fosse in città,e61c967ecc0fae999d10c15d02651ffe305abe702e3a0387ba4d3fb5cddfb7c3,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1613378754354.wav,Il capo mi ha affidato un altro lavoro,e7d486b923ff5d70ab28d1f0383f613f4e2d4e02514966f3ff6cdc7446b2f3cd,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1614153926854.wav,Oggi c’è una partita di basket,b71d413455549a1824f63bf274dfd7c8c5dbda42425531fb0b44d1dab7e94ea0,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1614637841832.wav,E’ impegnato in una riunione,00a0efc0faaeb5a288481a25b5d0b7d4c0b070120c6d61be6ef7b255fcdfd17f,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1613478761732.wav,Tommaso ha detto che dovevo scegliere io cosa fare,e61c967ecc0fae999d10c15d02651ffe305abe702e3a0387ba4d3fb5cddfb7c3,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1615929665366.wav,Ieri un gatto ha bevuto dalla tazza,0e858ac8241c97fa44ae4c7a49289f859aef6eb53facfc3f50133ed4d28201d1,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1614687336661.wav,Tommaso ha detto che dovevo scegliere io cosa fare,068ce32e3f80d8e879142b417ba9f9ab2985ef1f102167758eb0450d047e099a,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1613478593358.wav,Tornerà a casa presto,e61c967ecc0fae999d10c15d02651ffe305abe702e3a0387ba4d3fb5cddfb7c3,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1615500512425.wav,Ieri un gatto ha bevuto dalla tazza,068ce32e3f80d8e879142b417ba9f9ab2985ef1f102167758eb0450d047e099a,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1614169837175.wav,Il cane ha riportato qui la palla,ae14077eda42b9ade4c8c8108b2b7ce9035481c64bd733cf352ecafc89a52a2b,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1615110519085.wav,Ieri un gatto ha bevuto dalla tazza,6ef077621c61b092619f41ae11d405d5e1c9b3f1f36fa8f749e877ecce1b3046,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1613061779246.wav,Vado in biblioteca,ef924a25a0a0a16ce746b399ac7fb8ce4ff3b537d90273cb4feb9c5ab7edcd47,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1615758067151.wav,Ho preso 6 nella verifica di matematica,37ba93c8d818fb8cd2176f5d1f24c01fa95ec056f0b33955de06c864bdf39a26,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1616916635168.wav,Il cane ha riportato qui la palla,e78b53899c33739fedd1f42ef38b19479c19421f52f758f2d85ef2e7fa122dc9,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1613861013157.wav,L’ho incontrato oggi dopo 2 anni,edf8681d2e17f245d4597fd49366b09a1f266bba012969137871fce1727a74df,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1613405795949.wav,E’ impegnato in una riunione,415eb3920eb4b3d4645eb42bae62fd32cdd3e731c2662cbb0d480c3792b43066,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1614080253182.wav,Gli operai si alzano presto,07f763295ba2764d034d200456b42eb8bf498d341c586a4992d62b7bdb0418a0,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1613404635868.wav,Giovanni parte per Roma domani,55fc0a5c4fd6c3fa7229693d5dae186842266785dedb80fd9b8a29b8fee8b364,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1614013040868.wav,L’ho incontrato oggi dopo 2 anni,07f763295ba2764d034d200456b42eb8bf498d341c586a4992d62b7bdb0418a0,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1615123437487.wav,Zia Marta ha detto che devo stare a casa stasera,2aba5dd8596b2dc0a86cc0fd514986ef09f279ee4cda6416ffa2dc51f2ed047e,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1616700754996.wav,Vado in biblioteca,589602091a791efd29915a7daea349fc0c9cf2c839f6fd4355afeaacbd395332,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1613478171426.wav,Zia Marta ha detto che devo stare a casa stasera,e61c967ecc0fae999d10c15d02651ffe305abe702e3a0387ba4d3fb5cddfb7c3,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1616269198986.wav,Non sapevo che fosse in città,55fc0a5c4fd6c3fa7229693d5dae186842266785dedb80fd9b8a29b8fee8b364,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1615239586765.wav,Ho preso 6 nella verifica di matematica,00a0efc0faaeb5a288481a25b5d0b7d4c0b070120c6d61be6ef7b255fcdfd17f,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1613325052992.wav,E’ andato a scuola dopo pranzo,bf0c15cbbb41589c4699dfe0c03e9c8cfe580ac218bacfb1a6cd53f972e0772b,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1614550134677.wav,Giovanni parte per Roma domani,9c87358623a6aa7409334d7bc151683d3e35394f305f9ba0f4e633962cfda436,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1613311136828.wav,Il cane ha riportato qui la palla,c5901553395ac83eaed42a12f1732d6d12918f0f6078469a7a7fa0ba1b0ffb8c,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1616505327190.wav,Gli operai si alzano presto,3f9b6ed1d2adc407ef668b8c89a89fe022f2233d94ce943294c6ed030d18f2ff,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1613405790109.wav,E’ andato a scuola dopo pranzo,415eb3920eb4b3d4645eb42bae62fd32cdd3e731c2662cbb0d480c3792b43066,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1613378583577.wav,Ho preso 6 nella verifica di matematica,e7d486b923ff5d70ab28d1f0383f613f4e2d4e02514966f3ff6cdc7446b2f3cd,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1613384847792.wav,Tommaso ha detto che dovevo scegliere io cosa fare,659dfe05a37f6ae639f658233bc7a05082f075c71da9ab3da5f6962008a6b13a,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1614343454434.wav,Vorrei il numero telefonico del Signor Piatti,11bbad168daee9a2eef86fa4ef93315f9f11468c1c180950b2c6e4e7953f7858,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1613472749946.wav,Ho preso 6 nella verifica di matematica,bbd43fa2ddbe6c4bb0024d700343648c52404db4d436864359a2b4d523a0391e,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1614343292060.wav,Zia Marta ha detto che devo stare a casa stasera,11bbad168daee9a2eef86fa4ef93315f9f11468c1c180950b2c6e4e7953f7858,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1613326254671.wav,Ieri un gatto ha bevuto dalla tazza,f5c429e542a8b50b7b9012a5afbbb1eefc7450d33cb7f3a0ef61fefd9b25ffad,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1613378674838.wav,Tornerà a casa presto,e7d486b923ff5d70ab28d1f0383f613f4e2d4e02514966f3ff6cdc7446b2f3cd,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1614271618537.wav,Il cane ha riportato qui la palla,8060eb6a556473364270172b4839d7a2cb57ad391ef7e6998d595b843b6dfadf,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1615110609153.wav,Gli operai si alzano presto,6ef077621c61b092619f41ae11d405d5e1c9b3f1f36fa8f749e877ecce1b3046,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1613311074409.wav,E’ una notte stellata,c5901553395ac83eaed42a12f1732d6d12918f0f6078469a7a7fa0ba1b0ffb8c,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1614011885758.wav,E’ impegnato in una riunione,07f763295ba2764d034d200456b42eb8bf498d341c586a4992d62b7bdb0418a0,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1614203135908.wav,Tommaso ha detto che dovevo scegliere io cosa fare,ebec404b6897056f95c343d7e7d2a12e081adc36413163a03ce3248e9d312c97,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1614191410439.wav,La cascata fa molto rumore,8df0f8135403ddc4aa69bf7aac89076ce928327dab3148396ccb320709470f41,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1615307419899.wav,Oggi c’è una partita di basket,412b899fc42bd906403cfcd3ed51085c07310c1ee93e40ff21c7dff50a39fc01,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1615920792972.wav,Tornerà a casa presto,4a2ab2038d94e3051ac7e771f99f5f6c5ab63fe3f94be0d32b61e62352bd8db6,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1614080295568.wav,E’ andato a scuola dopo pranzo,07f763295ba2764d034d200456b42eb8bf498d341c586a4992d62b7bdb0418a0,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1613323191406.wav,Vorrei il numero telefonico del Signor Piatti,82639d688402cac2d437f6531921b9ef3fbef80baebf84d7afa156ac79cc2566,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1612982137341.wav,Gli operai si alzano presto,b3c7c357c77848765caaded035be8800169fb4dc53996f78ed5b0b24403427f4,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1616504952099.wav,Tommaso ha detto che dovevo scegliere io cosa fare,3f9b6ed1d2adc407ef668b8c89a89fe022f2233d94ce943294c6ed030d18f2ff,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1614958639665.wav,Il capo mi ha affidato un altro lavoro,4e0461b76a08a248fe7186f12c3554407c40ea4493e2b3093d9eafdbb1bbef42,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1613478518982.wav,Gli operai si alzano presto,e61c967ecc0fae999d10c15d02651ffe305abe702e3a0387ba4d3fb5cddfb7c3,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1614098249757.wav,E’ impegnato in una riunione,e01e555174c6c94fd231123bc5306f627c784828ac68826da144ea95f7d3d2ac,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1614243749035.wav,E’ andato a scuola dopo pranzo,7683478958e7af8a20162abe0c2525f3102d8173ef7aab8e6e28fe1b60340b3d,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1613405744868.wav,Oggi c’è una partita di basket,415eb3920eb4b3d4645eb42bae62fd32cdd3e731c2662cbb0d480c3792b43066,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1615324919778.wav,Il cane ha riportato qui la palla,ab56faecef2669c4c9751f01369fad75d2c03c53172d7df071273b1a74b8e823,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1613057891956.wav,Vado in biblioteca,3f9b6ed1d2adc407ef668b8c89a89fe022f2233d94ce943294c6ed030d18f2ff,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1614279333246.wav,Ieri un gatto ha bevuto dalla tazza,49558e542e1556348408d7f1fe752213fe52fd552d36f1d48b0cb2bd98ecc458,anger
C:/Users/miche/PycharmProjects/EmotionRecognition/audio\1614154007237.wav,Tornerà a casa presto,b71d413455549a1824f63bf274dfd7c8c5dbda42425531fb0b44d1dab7e94ea0,anger
